name,sector,region,pos_x,pos_y,pos_z
Col 70 Sector UI-I b26-0,Col 70 Sector,Unknown,377.90625,-301.21875,-1042
Col 70 Sector UI-J b38-0,Col 70 Sector,Unknown,467.4375,-506.46875,-770.125
Col 70 Sector UJ-F b28-0,Col 70 Sector,Unknown,336.0625,-243.90625,-1001.59375
Col 70 Sector UL-A c15-1,Col 70 Sector,Unknown,381.53125,-308.84375,-977.65625
Col 70 Sector UL-B b30-0,Col 70 Sector,Unknown,100,-284.84375,-961.4375
Col 70 Sector UN-S c4-0,Col 70 Sector,Unknown,546.59375,-601.21875,-1412.875
Col 70 Sector UP-E b28-0,Col 70 Sector,Unknown,176.5,-321.71875,-1002.90625
Col 70 Sector UQ-A b44-0,Col 70 Sector,Unknown,389.3125,-319.125,-661.5
Col 70 Sector UQ-A c15-0,Col 70 Sector,Unknown,490.25,-268.46875,-949.75
Col 70 Sector UQ-A c15-2,Col 70 Sector,Unknown,472.90625,-304.59375,-975.6875
Col 70 Sector UR-F b42-0,Col 70 Sector,Unknown,349.1875,-151.59375,-689.25
Col 70 Sector UR-G b28-0,Col 70 Sector,Unknown,97.15625,-104.03125,-1004.375
Col 70 Sector UR-H b40-0,Col 70 Sector,Unknown,182.03125,-315.71875,-742.5625
Col 70 Sector US-J b25-0,Col 70 Sector,Unknown,379.03125,-343.28125,-1061.28125
Col 70 Sector US-M c22-4,Col 70 Sector,Unknown,332.59375,-232.5625,-647.5
Col 70 Sector US-S b33-0,Col 70 Sector,Unknown,472.65625,-451.21875,-878.46875
Col 70 Sector UT-F b41-0,Col 70 Sector,Unknown,586.53125,-336.5625,-719.09375
Col 70 Sector UT-F c12-0,Col 70 Sector,Unknown,858.90625,-339.875,-1103.90625
Col 70 Sector UT-P b35-0,Col 70 Sector,Unknown,430.65625,-386.1875,-828.28125
Col 70 Sector UU-E b28-0,Col 70 Sector,Unknown,229.125,-285.59375,-1001.09375
Col 70 Sector UW-G b41-0,Col 70 Sector,Unknown,297.4375,-221.09375,-720.0625
Col 70 Sector UW-H c11-2,Col 70 Sector,Unknown,148.53125,-232.28125,-1139.75
Col 70 Sector UW-V b34-0,Col 70 Sector,Unknown,379.375,65.21875,-858.90625
Col 70 Sector UW-Y b44-0,Col 70 Sector,Unknown,308.46875,-314.0625,-626.75
Col 70 Sector UX-R c5-0,Col 70 Sector,Unknown,860.59375,-352.96875,-1349.90625
Col 70 Sector UY-H b26-0,Col 70 Sector,Unknown,298.03125,-339.0625,-1025.09375
Col 70 Sector UY-I b38-0,Col 70 Sector,Unknown,376.875,-551.46875,-770.90625
Col 70 Sector UY-N b37-1,Col 70 Sector,Unknown,615.21875,-223.40625,-802.90625
Col 70 Sector UY-O c7-1,Col 70 Sector,Unknown,789.03125,-243.21875,-1300.8125
Col 70 Sector UY-P b35-0,Col 70 Sector,Unknown,460.125,-374.78125,-827.03125
Col 70 Sector UY-Y b30-0,Col 70 Sector,Unknown,391.8125,-348.125,-927
Col 70 Sector UZ-O d6-8,Col 70 Sector,Unknown,446.875,-305.375,-996.5
Col 70 Sector VA-D b29-0,Col 70 Sector,Unknown,158.78125,-303,-980.8125
Col 70 Sector VB-Z b44-0,Col 70 Sector,Unknown,358.59375,-299.875,-643.5625
Col 70 Sector VC-G c12-2,Col 70 Sector,Unknown,32.46875,-225.71875,-1088.5625
Col 70 Sector VD-R c5-1,Col 70 Sector,Unknown,579.4375,-543.78125,-1382.3125
Col 70 Sector VD-Y b31-0,Col 70 Sector,Unknown,519.75,-263.96875,-924
Col 70 Sector VE-O b36-0,Col 70 Sector,Unknown,397.28125,-381.1875,-819.125
Col 70 Sector VF-M b24-0,Col 70 Sector,Unknown,118.3125,-264.78125,-1083.5
Col 70 Sector VF-N d7-12,Col 70 Sector,Unknown,240.03125,-307.53125,-939.9375
Col 70 Sector VF-S c6-3,Col 70 Sector,Unknown,590.6875,65,-1318.625
Col 70 Sector VG-B b30-0,Col 70 Sector,Unknown,78.28125,-287.0625,-957.8125
Col 70 Sector VG-I b40-0,Col 70 Sector,Unknown,315.46875,-259.46875,-740.5
Col 70 Sector VG-Z c15-0,Col 70 Sector,Unknown,499.875,-222.625,-942.53125
Col 70 Sector VI-R b34-0,Col 70 Sector,Unknown,475.4375,-405.5,-845.59375
Col 70 Sector VJ-M b38-0,Col 70 Sector,Unknown,611.75,-201.09375,-784.03125
Col 70 Sector VJ-N b37-0,Col 70 Sector,Unknown,519.1875,-284.625,-803.09375
Col 70 Sector VK-N d7-19,Col 70 Sector,Unknown,335.875,-247.53125,-922.875
Col 70 Sector VL-S c18-0,Col 70 Sector,Unknown,417.40625,-544.75,-820.6875
Col 70 Sector VM-G b41-0,Col 70 Sector,Unknown,240.5625,-260.34375,-720.34375
Col 70 Sector VM-R b22-1,Col 70 Sector,Unknown,640.90625,-79.25,-1116.71875
Col 70 Sector VN-J b25-0,Col 70 Sector,Unknown,373.46875,-351.03125,-1058.75
Col 70 Sector VN-M c22-3,Col 70 Sector,Unknown,257.03125,-278.4375,-662.625
Col 70 Sector VR-F c13-4,Col 70 Sector,Unknown,449.96875,43.34375,-1052.625
Col 70 Sector VR-Y b44-0,Col 70 Sector,Unknown,278,-332.1875,-644.9375
Col 70 Sector VT-E b16-0,Col 70 Sector,Unknown,370.96875,19.375,-1262
Col 70 Sector VT-P b35-0,Col 70 Sector,Unknown,441.125,-394.9375,-844.4375
Col 70 Sector VX-R c5-1,Col 70 Sector,Unknown,909.46875,-356,-1363.59375
Col 70 Sector VY-C b31-1,Col 70 Sector,Unknown,731.6875,57.75,-930.59375
Col 70 Sector VY-Z d12,Col 70 Sector,Unknown,706.8125,-165.71875,-1506.78125
Col 70 Sector WA-D b29-0,Col 70 Sector,Unknown,179.75,-301.375,-981.0625
Col 70 Sector WA-M b24-0,Col 70 Sector,Unknown,108.34375,-274.625,-1073.75
Col 70 Sector WA-T c18-1,Col 70 Sector,Unknown,697.28125,-407.65625,-809.9375
Col 70 Sector WA-T c18-2,Col 70 Sector,Unknown,720.25,-419.46875,-819.78125
Col 70 Sector WA-W b19-0,Col 70 Sector,Unknown,736.34375,-163.3125,-1179.90625
Col 70 Sector WB-Z b44-1,Col 70 Sector,Unknown,375.25,-302.3125,-642.34375
Col 70 Sector WC-N b38-1,Col 70 Sector,Unknown,263.625,-124.375,-780.5625
Col 70 Sector WC-U c3-0,Col 70 Sector,Unknown,717.28125,-637.34375,-1427.09375
Col 70 Sector WD-Y b31-0,Col 70 Sector,Unknown,540.75,-263.125,-921.25
Col 70 Sector WE-F b28-0,Col 70 Sector,Unknown,339.25,-251.71875,-988.59375
Col 70 Sector WE-N b37-0,Col 70 Sector,Unknown,513.65625,-292.53125,-788.625
Col 70 Sector WF-X b18-0,Col 70 Sector,Unknown,705.96875,-206.15625,-1190.78125
Col 70 Sector WG-A c15-2,Col 70 Sector,Unknown,382.59375,-379.4375,-979.96875
Col 70 Sector WH-F b42-1,Col 70 Sector,Unknown,296.53125,-197.3125,-699.90625
Col 70 Sector WI-R c5-1,Col 70 Sector,Unknown,702.59375,-486.9375,-1363.625
Col 70 Sector WI-R c5-7,Col 70 Sector,Unknown,707.1875,-490.96875,-1354.65625
Col 70 Sector WI-V b5-0,Col 70 Sector,Unknown,657.65625,-265.15625,-1466.125
Col 70 Sector WJ-G b27-0,Col 70 Sector,Unknown,301.0625,-324.5625,-1009.09375
Col 70 Sector WJ-Y d1-13,Col 70 Sector,Unknown,591.03125,-95.34375,-1433.53125
Col 70 Sector WK-B b31-1,Col 70 Sector,Unknown,429.03125,-103.5625,-944.59375
Col 70 Sector WK-F b40-0,Col 70 Sector,Unknown,255.9375,-559.15625,-740.4375
Col 70 Sector WM-F c13-0,Col 70 Sector,Unknown,380.03125,12.78125,-1051.375
Col 70 Sector WM-G b41-0,Col 70 Sector,Unknown,267.21875,-251.96875,-711.21875
Col 70 Sector WN-J b25-0,Col 70 Sector,Unknown,390.1875,-354.5,-1061.15625
Col 70 Sector WO-P b35-0,Col 70 Sector,Unknown,434.25,-408.15625,-844.59375
Col 70 Sector WO-Z a36-2,Col 70 Sector,Unknown,367.40625,-33.9375,-1212.625
Col 70 Sector WO-Z b29-0,Col 70 Sector,Unknown,262.21875,-470.25,-953.90625
Col 70 Sector WP-S b22-0,Col 70 Sector,Unknown,375.21875,37.65625,-1124.625
Col 70 Sector WR-G b13-0,Col 70 Sector,Unknown,940.0625,-339.15625,-1322.34375
Col 70 Sector WR-G b41-0,Col 70 Sector,Unknown,297.09375,-242.53125,-708.65625
Col 70 Sector WR-Y b44-0,Col 70 Sector,Unknown,307.9375,-331.6875,-634.4375
Col 70 Sector WS-S c4-8,Col 70 Sector,Unknown,716.625,-548.90625,-1391.4375
Col 70 Sector WT-P b35-0,Col 70 Sector,Unknown,455.40625,-403.3125,-842.71875
Col 70 Sector WT-Z b29-0,Col 70 Sector,Unknown,295.0625,-460.1875,-960.78125
Col 70 Sector WU-V c16-0,Col 70 Sector,Unknown,697.34375,-574.8125,-877.875
Col 70 Sector WV-R c19-1,Col 70 Sector,Unknown,779.6875,-274.125,-771.53125
Col 70 Sector WV-V b19-0,Col 70 Sector,Unknown,700.53125,-179.3125,-1179.71875
Col 70 Sector WW-P c20-3,Col 70 Sector,Unknown,565.59375,-338.75,-723.5
Col 70 Sector WX-T b32-0,Col 70 Sector,Unknown,470.5,-508.71875,-891
Col 70 Sector WY-Q c5-3,Col 70 Sector,Unknown,557.9375,-562.84375,-1383.625
Col 70 Sector WY-R d4-2,Col 70 Sector,Unknown,737.8125,-584.53125,-1154.21875
Col 70 Sector XA-D b29-0,Col 70 Sector,Unknown,199.28125,-302.5,-980.6875
Col 70 Sector XA-N d7-2,Col 70 Sector,Unknown,241.3125,-396.34375,-979.25
Col 70 Sector XA-N d7-4,Col 70 Sector,Unknown,219.78125,-406.90625,-960.34375
Col 70 Sector XC-F b42-0,Col 70 Sector,Unknown,277.375,-222.125,-702.15625
Col 70 Sector XC-U c3-4,Col 70 Sector,Unknown,767.71875,-626,-1429.0625
Col 70 Sector XC-U c3-6,Col 70 Sector,Unknown,742.40625,-626.96875,-1427.625
Col 70 Sector XG-B b30-0,Col 70 Sector,Unknown,120.90625,-295.03125,-956.6875
Col 70 Sector XI-Q c6-0,Col 70 Sector,Unknown,898.5,-343.03125,-1339.15625
Col 70 Sector XI-Q c6-1,Col 70 Sector,Unknown,901.15625,-331.625,-1322.71875
Col 70 Sector XJ-F c12-9,Col 70 Sector,Unknown,815.1875,-389.90625,-1082.40625
Col 70 Sector XJ-P b35-0,Col 70 Sector,Unknown,400.0625,-433.125,-836.25
Col 70 Sector XJ-W c3-2,Col 70 Sector,Unknown,690.90625,-176.21875,-1451.71875
Col 70 Sector XK-F b40-0,Col 70 Sector,Unknown,278.625,-563.1875,-744.875
Col 70 Sector XK-M b24-0,Col 70 Sector,Unknown,198.09375,-239.5625,-1084.375
Col 70 Sector XK-R b33-0,Col 70 Sector,Unknown,766.15625,-588.15625,-868.25
Col 70 Sector XN-J b25-0,Col 70 Sector,Unknown,399.15625,-350.6875,-1047
Col 70 Sector XN-J c9-3,Col 70 Sector,Unknown,821.9375,-626.65625,-1219.5
Col 70 Sector XN-J c9-4,Col 70 Sector,Unknown,815.625,-625.9375,-1202.125
Col 70 Sector XN-M c22-1,Col 70 Sector,Unknown,344.53125,-271.625,-628.84375
Col 70 Sector XN-U c18-4,Col 70 Sector,Unknown,352.90625,-99.0625,-803.90625
Col 70 Sector XN-V c17-0,Col 70 Sector,Unknown,180.3125,-261.375,-863.21875
Col 70 Sector XO-P b35-0,Col 70 Sector,Unknown,435.53125,-415.3125,-843.84375
Col 70 Sector XO-Q d5-7,Col 70 Sector,Unknown,832.75,-370.65625,-1072.71875
Col 70 Sector XP-D b29-0,Col 70 Sector,Unknown,331,-239.9375,-983.9375
Col 70 Sector XP-Z b29-0,Col 70 Sector,Unknown,797.46875,-483.78125,-961.125
Col 70 Sector XQ-K b38-0,Col 70 Sector,Unknown,280.5,-380.625,-781.0625
Col 70 Sector XQ-M b24-0,Col 70 Sector,Unknown,756.6875,-223.75,-1080.15625
Col 70 Sector XR-G b13-0,Col 70 Sector,Unknown,959.84375,-341.8125,-1322.40625
Col 70 Sector XR-Y b44-0,Col 70 Sector,Unknown,318.71875,-343,-644.5
Col 70 Sector XS-D b43-1,Col 70 Sector,Unknown,280.9375,-184.1875,-679.59375
Col 70 Sector XS-E b42-0,Col 70 Sector,Unknown,211.03125,-246.21875,-699.78125
Col 70 Sector XS-E c13-2,Col 70 Sector,Unknown,117.59375,-180.96875,-1063.625
Col 70 Sector XT-H c10-10,Col 70 Sector,Unknown,692.3125,-625.65625,-1172.75
Col 70 Sector XT-P b35-0,Col 70 Sector,Unknown,485.6875,-399.3125,-837.875
Col 70 Sector XT-Z b29-0,Col 70 Sector,Unknown,317.6875,-455.40625,-963.40625
Col 70 Sector XT-Z d7,Col 70 Sector,Unknown,714.71875,-193.53125,-1509.5625
Col 70 Sector XV-L d8-18,Col 70 Sector,Unknown,365.03125,-136.96875,-874.4375
Col 70 Sector XW-Z b43-0,Col 70 Sector,Unknown,282.875,-387.96875,-658.1875
Col 70 Sector XZ-X b30-0,Col 70 Sector,Unknown,237.21875,-464.78125,-941.4375
Col 70 Sector YA-M b24-0,Col 70 Sector,Unknown,139.84375,-282.46875,-1082.15625
Col 70 Sector YA-U b20-0,Col 70 Sector,Unknown,138.375,-180.625,-1159.09375
Col 70 Sector YC-U c3-6,Col 70 Sector,Unknown,787.0625,-625.4375,-1429.90625
Col 70 Sector YD-Q c6-0,Col 70 Sector,Unknown,860.875,-383.65625,-1343.59375
Col 70 Sector YD-R c5-0,Col 70 Sector,Unknown,713.625,-543.6875,-1373.1875
Col 70 Sector YD-R c5-1,Col 70 Sector,Unknown,720.90625,-512.6875,-1362.5625
Col 70 Sector YD-R c5-3,Col 70 Sector,Unknown,715.8125,-527.6875,-1373.15625
Col 70 Sector YE-E b42-0,Col 70 Sector,Unknown,627.59375,-320.875,-698.5625
Col 70 Sector YE-O b36-0,Col 70 Sector,Unknown,459.96875,-381.84375,-823.34375
Col 70 Sector YG-B b30-0,Col 70 Sector,Unknown,141.71875,-297.5,-963.875
Col 70 Sector YG-L a44-0,Col 70 Sector,Unknown,310.5,-37.5,-1125.71875
Col 70 Sector YG-Q c20-1,Col 70 Sector,Unknown,799.59375,-263.96875,-743.6875
Col 70 Sector YH-G b41-1,Col 70 Sector,Unknown,257.25,-271,-718.71875
Col 70 Sector YI-I b26-0,Col 70 Sector,Unknown,457.53125,-304.8125,-1042.875
Col 70 Sector YI-J c9-0,Col 70 Sector,Unknown,778.375,-699.46875,-1224.34375
Col 70 Sector YI-M c22-0,Col 70 Sector,Unknown,319.125,-330.34375,-646.8125
Col 70 Sector YI-M c22-1,Col 70 Sector,Unknown,320.375,-328.15625,-641.21875
Col 70 Sector YI-M c22-3,Col 70 Sector,Unknown,300.59375,-342.5625,-658.4375
Col 70 Sector YI-M c22-4,Col 70 Sector,Unknown,299.34375,-314.6875,-631.4375
Col 70 Sector YI-O a56-0,Col 70 Sector,Unknown,306,-39,-995.15625
Col 70 Sector YJ-H b39-0,Col 70 Sector,Unknown,417.5,-526.28125,-755.4375
Col 70 Sector YK-F b40-0,Col 70 Sector,Unknown,298.3125,-561.1875,-740.1875
Col 70 Sector YK-M b24-0,Col 70 Sector,Unknown,219.75,-244.53125,-1079.59375
Col 70 Sector YK-R a68-0,Col 70 Sector,Unknown,307.25,-44.40625,-872.75
Col 70 Sector YK-S b22-1,Col 70 Sector,Unknown,377.71875,28.625,-1106.34375
Col 70 Sector YL-L d8-6,Col 70 Sector,Unknown,107.9375,-286.84375,-851.15625
Col 70 Sector YL-Y a64-1,Col 70 Sector,Unknown,209.625,-44.0625,-912.6875
Col 70 Sector YM-Y b44-0,Col 70 Sector,Unknown,303.71875,-347.8125,-644.96875
Col 70 Sector YN-S c4-9,Col 70 Sector,Unknown,697.25,-611.875,-1387.1875
Col 70 Sector YO-F b41-0,Col 70 Sector,Unknown,626.59375,-345.46875,-716.4375
Col 70 Sector YO-P b35-0,Col 70 Sector,Unknown,457.5625,-423.8125,-844.96875
Col 70 Sector YP-L c9-1,Col 70 Sector,Unknown,704.03125,-209.875,-1224.65625
Col 70 Sector YP-L c9-2,Col 70 Sector,Unknown,712.90625,-193.4375,-1220.09375
Col 70 Sector YQ-S b34-0,Col 70 Sector,Unknown,297.34375,-283.71875,-862.8125
Col 70 Sector YR-Q c19-1,Col 70 Sector,Unknown,384.84375,-544.59375,-780.96875
Col 70 Sector YR-Y b44-0,Col 70 Sector,Unknown,337.25,-340.1875,-640
Col 70 Sector YS-E b42-0,Col 70 Sector,Unknown,221.71875,-254.59375,-689.75
Col 70 Sector YW-Y b44-0,Col 70 Sector,Unknown,382.34375,-323,-632.90625
Col 70 Sector YX-D b43-1,Col 70 Sector,Unknown,338.65625,-149.53125,-665.21875
Col 70 Sector YZ-N b36-0,Col 70 Sector,Unknown,426.28125,-390.375,-814.78125
Col 70 Sector YZ-W b31-0,Col 70 Sector,Unknown,341.0625,-384.46875,-917.1875
Col 70 Sector ZA-D b29-0,Col 70 Sector,Unknown,239.4375,-304.5625,-984.125
Col 70 Sector ZA-M b24-0,Col 70 Sector,Unknown,155.40625,-283.625,-1083
Col 70 Sector ZA-N d7-11,Col 70 Sector,Unknown,403.03125,-359.15625,-953.5
Col 70 Sector ZA-N d7-4,Col 70 Sector,Unknown,336.9375,-376.5,-980.96875
Col 70 Sector ZA-U b20-0,Col 70 Sector,Unknown,172.40625,-168.90625,-1155.96875
Col 70 Sector ZA-Y b30-0,Col 70 Sector,Unknown,797.875,-461.9375,-943.375
Col 70 Sector ZC-X b45-0,Col 70 Sector,Unknown,316.625,-322.03125,-619.46875
Col 70 Sector ZC-X c16-2,Col 70 Sector,Unknown,339.0625,-304.5,-899.34375
Col 70 Sector ZD-M c22-2,Col 70 Sector,Unknown,276.03125,-353.03125,-656.75
Col 70 Sector ZD-S b33-0,Col 70 Sector,Unknown,444.65625,-515.8125,-874.21875
Col 70 Sector ZE-G b27-0,Col 70 Sector,Unknown,319.625,-326.65625,-1010.3125
Col 70 Sector ZE-Y d1-8,Col 70 Sector,Unknown,699.625,-183,-1427.90625
Col 70 Sector ZF-K c10-0,Col 70 Sector,Unknown,738.90625,-143.875,-1182.375
Col 70 Sector ZF-K c10-5,Col 70 Sector,Unknown,757.71875,-139.6875,-1158.875
Col 70 Sector ZF-N d7-1,Col 70 Sector,Unknown,535.40625,-271.09375,-916.40625
Col 70 Sector ZH-H b27-0,Col 70 Sector,Unknown,35,-224.75,-1022.78125
Col 70 Sector ZH-X b45-0,Col 70 Sector,Unknown,359.3125,-303.03125,-621.875
Col 70 Sector ZH-Y b44-0,Col 70 Sector,Unknown,277.8125,-380.5,-643.3125
Col 70 Sector ZI-R c5-7,Col 70 Sector,Unknown,818.15625,-499.21875,-1383.875
Col 70 Sector ZJ-S b7-0,Col 70 Sector,Unknown,675.75,-219.15625,-1444.125
Col 70 Sector ZK-A a64-4,Col 70 Sector,Unknown,284.09375,-32.65625,-917.5
Col 70 Sector ZL-Q c7-3,Col 70 Sector,Unknown,582.59375,71.03125,-1287.84375
Col 70 Sector ZM-I b26-0,Col 70 Sector,Unknown,10.09375,-276.75,-1041.78125
Col 70 Sector ZM-L b37-0,Col 70 Sector,Unknown,720.375,-481.46875,-801.5
Col 70 Sector ZM-Q c19-0,Col 70 Sector,Unknown,340.625,-583.53125,-781.9375
Col 70 Sector ZM-Q c19-1,Col 70 Sector,Unknown,364.3125,-570.5625,-773.125
Col 70 Sector ZM-Y b44-0,Col 70 Sector,Unknown,326.5625,-347.4375,-629.71875
Col 70 Sector ZO-Z d7,Col 70 Sector,Unknown,720.40625,-327.28125,-1523.8125
Col 70 Sector ZO-Z d9,Col 70 Sector,Unknown,728.8125,-321.40625,-1503.8125
Col 70 Sector ZP-E b28-0,Col 70 Sector,Unknown,278.15625,-321.84375,-1001.9375
Col 70 Sector ZP-N b23-0,Col 70 Sector,Unknown,198.28125,-299.71875,-1098.21875
Col 70 Sector ZR-O b37-0,Col 70 Sector,Unknown,370.125,-125.53125,-787.84375
Col 70 Sector ZR-P b36-0,Col 70 Sector,Unknown,278.875,-211.34375,-816.3125
Col 70 Sector ZR-Q c19-1,Col 70 Sector,Unknown,441.84375,-511.78125,-763.0625
Col 70 Sector ZS-E b42-1,Col 70 Sector,Unknown,242.1875,-258.125,-701.28125
Col 70 Sector ZT-T c18-0,Col 70 Sector,Unknown,97.03125,-259.4375,-821.28125
Col 70 Sector ZV-M d7-2,Col 70 Sector,Unknown,190.15625,-478.875,-925.75
Col 70 Sector ZV-M d7-7,Col 70 Sector,Unknown,204.90625,-473.375,-925.21875
Col 70 Sector ZV-M d7-9,Col 70 Sector,Unknown,227.96875,-464,-926.40625
Col 70 Sector ZW-Z c14-0,Col 70 Sector,Unknown,361.8125,-444.25,-978.15625
Col 70 Sector ZX-D c14-4,Col 70 Sector,Unknown,446.03125,41.0625,-1023.6875
Col 70 Sector ZY-Q c5-8,Col 70 Sector,Unknown,676.25,-579.8125,-1378.0625
Col 70 Sector ZY-Q c5-9,Col 70 Sector,Unknown,693.375,-580.6875,-1375.78125
Col 70 Sector ZZ-K b26-1,Col 70 Sector,Unknown,520.53125,-24.28125,-1037.1875
Col 97 Sector AA-Y c1-0,Col 97 Sector,Unknown,936.96875,-23.34375,-2019.1875
Col 97 Sector AL-X d1-1,Col 97 Sector,Unknown,799.59375,81.125,-1916.59375
Col 97 Sector AL-X d1-3,Col 97 Sector,Unknown,775.375,68.15625,-1938.59375
Col 97 Sector AL-X d1-8,Col 97 Sector,Unknown,784.875,69.59375,-1868.375
Col 97 Sector AN-I b10-0,Col 97 Sector,Unknown,658.96875,-124.625,-1883.09375
Col 97 Sector AS-T a33-0,Col 97 Sector,Unknown,1027.5,-43.71875,-1742.5
Col 97 Sector BC-L c8-3,Col 97 Sector,Unknown,687.375,-140.4375,-1725.25
Col 97 Sector BH-R b19-0,Col 97 Sector,Unknown,1000.3125,-83.71875,-1679.5625
Col 97 Sector CI-G b12-0,Col 97 Sector,Unknown,815.3125,27.5,-1839.6875
Col 97 Sector CQ-U b4-0,Col 97 Sector,Unknown,976.3125,40.15625,-2000.75
Col 97 Sector DQ-U b4-0,Col 97 Sector,Unknown,1000.34375,40.46875,-2003.46875
Col 97 Sector EC-T c4-1,Col 97 Sector,Unknown,801.9375,80.40625,-1885.90625
Col 97 Sector EN-Q b19-0,Col 97 Sector,Unknown,908.5625,-148.15625,-1680.6875
Col 97 Sector EQ-U b4-0,Col 97 Sector,Unknown,1020.75,39.53125,-2003.03125
Col 97 Sector FM-U c3-0,Col 97 Sector,Unknown,831.84375,9.84375,-1907.3125
Col 97 Sector FO-F a41-0,Col 97 Sector,Unknown,755.65625,-42.8125,-1662.46875
Col 97 Sector FT-G b11-0,Col 97 Sector,Unknown,679.4375,-120.28125,-1862.3125
Col 97 Sector GI-P b20-0,Col 97 Sector,Unknown,994.0625,-90.8125,-1652.4375
Col 97 Sector GK-B b15-0,Col 97 Sector,Unknown,754.40625,74.25,-1772.25
Col 97 Sector GM-V d2-2,Col 97 Sector,Unknown,796.25,23.40625,-1788.21875
Col 97 Sector GS-C a29-0,Col 97 Sector,Unknown,1048.78125,-33.21875,-1794.46875
Col 97 Sector GW-C b13-0,Col 97 Sector,Unknown,990.1875,-155.375,-1810.78125
Col 97 Sector HM-V d2-4,Col 97 Sector,Unknown,840.84375,-20.09375,-1864.15625
Col 97 Sector HY-F b12-0,Col 97 Sector,Unknown,836.5625,-22.5625,-1833.1875
Col 97 Sector HY-H c10-1,Col 97 Sector,Unknown,753.71875,-60.71875,-1647.84375
Col 97 Sector IX-R a34-0,Col 97 Sector,Unknown,808.6875,-44.59375,-1734.90625
Col 97 Sector JM-U b3-0,Col 97 Sector,Unknown,795.46875,-162.59375,-2022.21875
Col 97 Sector JR-J b10-0,Col 97 Sector,Unknown,1077.65625,5.4375,-1872.59375
Col 97 Sector JT-N b8-0,Col 97 Sector,Unknown,835.75,57.1875,-1919.46875
Col 97 Sector KT-H c10-0,Col 97 Sector,Unknown,790.875,-73.9375,-1664.0625
Col 97 Sector KZ-E b12-0,Col 97 Sector,Unknown,700.09375,-120.90625,-1839.3125
Col 97 Sector LP-C b14-0,Col 97 Sector,Unknown,810.90625,12.28125,-1802.6875
Col 97 Sector MJ-N b8-0,Col 97 Sector,Unknown,815.5,19.21875,-1921.125
Col 97 Sector MZ-L b9-0,Col 97 Sector,Unknown,824.96875,59.96875,-1888.6875
Col 97 Sector NF-D b13-0,Col 97 Sector,Unknown,689.6875,-113.9375,-1812.125
Col 97 Sector NI-T d3-11,Col 97 Sector,Unknown,687.375,-126.59375,-1753.09375
Col 97 Sector NZ-L b9-0,Col 97 Sector,Unknown,838.34375,57.34375,-1904.03125
Col 97 Sector OJ-N b8-0,Col 97 Sector,Unknown,857.6875,16.5,-1921.3125
Col 97 Sector OK-C b14-0,Col 97 Sector,Unknown,830.03125,-16.09375,-1804.6875
Col 97 Sector OL-S b18-0,Col 97 Sector,Unknown,699.15625,-132.15625,-1698.875
Col 97 Sector OU-M a37-0,Col 97 Sector,Unknown,766.28125,-28.375,-1704.59375
Col 97 Sector OV-A b15-0,Col 97 Sector,Unknown,794.5625,11,-1771.34375
Col 97 Sector OX-T c3-2,Col 97 Sector,Unknown,960.21875,-141.09375,-1918.21875
Col 97 Sector OZ-Y a30-0,Col 97 Sector,Unknown,1033.1875,-43.9375,-1772.3125
Col 97 Sector PJ-P c6-1,Col 97 Sector,Unknown,815.5,22.21875,-1823.3125
Col 97 Sector PL-R b19-0,Col 97 Sector,Unknown,798.96875,-62.28125,-1683.25
Col 97 Sector QA-C b14-0,Col 97 Sector,Unknown,778.4375,-64.34375,-1801.125
Col 97 Sector QF-K b10-0,Col 97 Sector,Unknown,820.8125,56.8125,-1870.46875
Col 97 Sector QG-S b18-0,Col 97 Sector,Unknown,707.125,-158.125,-1701.53125
Col 97 Sector QS-S c4-1,Col 97 Sector,Unknown,1095.28125,3.78125,-1892.59375
Col 97 Sector SB-Z b15-0,Col 97 Sector,Unknown,778.9375,-3.84375,-1759.9375
Col 97 Sector SQ-A b15-0,Col 97 Sector,Unknown,823.25,-20.53125,-1779.34375
Col 97 Sector SZ-U b17-0,Col 97 Sector,Unknown,1018.78125,-62.15625,-1719.25
Col 97 Sector TV-L b8-0,Col 97 Sector,Unknown,647.59375,-128.78125,-1912.4375
Col 97 Sector TY-Q c5-2,Col 97 Sector,Unknown,1066.71875,-9.6875,-1847.71875
Col 97 Sector UP-M a37-0,Col 97 Sector,Unknown,807.96875,-43.4375,-1703.9375
Col 97 Sector VG-J a39-0,Col 97 Sector,Unknown,756.4375,-32.65625,-1684.53125
Col 97 Sector VJ-X a31-0,Col 97 Sector,Unknown,815.96875,-34.96875,-1762.53125
Col 97 Sector VP-V a32-0,Col 97 Sector,Unknown,775.9375,-33.03125,-1746.5625
Col 97 Sector VR-Z b14-0,Col 97 Sector,Unknown,678.5625,-123.15625,-1783.6875
Col 97 Sector WG-I b11-0,Col 97 Sector,Unknown,816.25,45.0625,-1857.28125
Col 97 Sector WH-P b20-0,Col 97 Sector,Unknown,778.4375,-92.15625,-1645.625
Col 97 Sector WQ-J b10-0,Col 97 Sector,Unknown,827.375,2,-1878.40625
Col 97 Sector XC-X b16-0,Col 97 Sector,Unknown,769.21875,-18.53125,-1726.96875
Col 97 Sector XE-P c6-3,Col 97 Sector,Unknown,1058.71875,-19.59375,-1819.1875
Col 97 Sector XQ-L c8-2,Col 97 Sector,Unknown,764.09375,-12.59375,-1743.0625
