Timestamp,Commander,System,Planet,Aerial Screenshot,Leviathans,Doors,Internal Doors,Device,Link System 1,Link System 2,Link System 3,Notes,Visibility,Blockages,Leviathan Count,,
10/12/2019 02:20:30,ByteSturm,Pleiades Sector IR-W d1-76,B 3 A,https://i.imgur.com/5CPAMd8.png,"Large upright leviathans, Small Reposing Leviathans",4,"Yes, 1 in the tunnels.",Yes,Pleiades Sector LN-T c3-4 https://tool.canonn.tech/linkdecoder/?origin=Pleiades+Sector+IR-W+d1-76&data=hlh+lhl+%3B+hll+lll+hlh%0D%0Alhl+lll+%3B+lll+llh+lhh%0D%0Ahlh+hhh+lhl+lhl+%3B+hhl+lll+lhl+hhh,"CW Ursae Majoris
https://tool.canonn.tech/linkdecoder/?origin=Pleiades+Sector+IR-W+d1-76&data=llh+lll+hhl+%3B+hhl+lll+lhl+hhh%0D%0Ahhl+hlh+hhl+%3B+hll+hhl+hhh%0D%0Allh+%3B+lhl
",,"Flitting red eyes
Flit through the night,
Droning 'long
The halls of this site.",3,Yes. It has 1 cave-in by a(n exterior) door.,4,,
10/12/2019 02:21:58,ByteSturm,Pleiades Sector KH-V c2-1,2 A,https://i.imgur.com/A1CSZBj.png,Small Reposing Leviathans,2,N/A,No,,,,"Another site down,
Another off the list.
Scores more to go,
I'm starting to feel pissed.",3,N/A,1,,
10/12/2019 02:23:54,ByteSturm,HIP 20785,6 B,https://i.imgur.com/ZFqR0RZ.png,"Large upright leviathans, Small Reposing Leviathans",4,"Yes, 4 around the central chamber.",Yes,HIP 19792 https://tool.canonn.tech/linkdecoder/?origin=HIP+20785&data=lll+hhl+%3B+hhl+lll+lhl+hhh%0D%0Ahhl+hhh+lll+%3B+hhl+lll+lhl+hhh%0D%0Ahhl+lll+lhh+lll+%3B+hhl+lll+lhl+hhh,"Otherni
https://tool.canonn.tech/linkdecoder/?origin=HIP+20785&data=lhl+lll+hll+%3B+hhl+lll+lhl+hhh%0D%0Alhh+lll+lll+%3B+hhl+lll+lhl+hhh%0D%0Ahlh+hhh+lhl+lll+%3B+hhl+lll+lhl+hhh
",,"Some miles driven,
Some fuel spent,
THE EMPEROR APPROVES,
AND I SHALL MAKE THE XENOS REPENT!",3,No.,5,,
10/12/2019 02:25:30,ByteSturm,Col 285 Sector CV-Y d57,AB 4 A,https://i.imgur.com/fhx6CN3.png,No Leviathans,2,N/A,No,,,,"Hippity hoppity,
The aliens wants me off their property.",5,N/A,0,,
10/12/2019 02:27:34,ByteSturm,HIP 25274,8 A,https://i.imgur.com/joD76ck.png,Large upright leviathans,2,N/A,No,,,,"I drove one eve,
Long hallowed halls,
Saw an alien,
And realized I had no balls.",3,N/A,1,,
10/12/2019 02:29:23,ByteSturm,Col 285 Sector IL-X c1-4,A 2 C,https://i.imgur.com/kmOoQ8t.png,Small Reposing Leviathans,2,N/A,No,,,,"Some miles driven,
Some fuel spent,
THE EMPEROR APPROVES,
AND I SHALL MAKE THE XENOS REPENT!",3,N/A,2,,
10/12/2019 02:38:30,ByteSturm,Col 285 Sector IL-X c1-16,A 4 A,https://i.imgur.com/cEm6v9W.png,No Leviathans,2,N/A,No,,,,"I've come across
A geological aberration,
The center of which
Hides a bright constellation.",5,N/A,0,,
10/12/2019 02:40:16,ByteSturm,HIP 22347,4 A,https://i.imgur.com/IeDSiI7.png,No Leviathans,2,N/A,No,,,,"Flitting red eyes
Flit through the night,
Droning 'long
The halls of this site.",4,N/A,0,,
10/12/2019 02:42:05,ByteSturm,Hyades Sector XO-A c15,2 A,https://i.imgur.com/VG6YJYA.png,Small Reposing Leviathans,2,N/A,No,,,,"Flying through the dark
The sight before me is stark.
Spires litter the ground
Of the next site I have found.",5,N/A,1,,
10/12/2019 02:45:19,ByteSturm,HIP 20964,3 B,https://i.imgur.com/fboIknG.png,Small Reposing Leviathans,2,N/A,No,,,,"My engine's humming,
My heartbeat's thrumming,
The LZ's not clear,
The Goids draw near!",5,N/A,1,,
10/12/2019 02:47:49,ByteSturm,HIP 18909,A 4 E A,https://i.imgur.com/d7GBFR8.png,"Large upright leviathans, Small Reposing Leviathans",4,No.,Yes,Result: The three spheres do not intersect! https://tool.canonn.tech/linkdecoder/?origin=HIP+18909&data=lll+hhl+%3B+lll+llh+lhh%0D%0Ahll+%3B+hhl+lhh+lhh%0D%0Ahhl+lll+lhl+hhl+%3B+hhl+lll+lhl+hhh,"Aries Dark Region GW-W d1-86
https://tool.canonn.tech/linkdecoder/?origin=HIP+18909&data=hlh+hlh+hll+%3B+hhl+lll+lhl+hhh%0D%0Alll+%3B+hll+lll+hlh%0D%0Ahhl+lll+llh+hll+%3B+hhl+lll+lhl+hhh
","HIP 15134
https://tool.canonn.tech/linkdecoder/?origin=HIP+18909&data=hlh+lhh+lll+%3B+hhl+lll+lhl+hhh%0D%0Ahll+lll+%3B+lll+llh+lhh%0D%0Alhh+hhh+lll+%3B+hll+lll+hlh
","I drove one eve,
Long hallowed halls,
Saw an alien,
And realized I had no balls.",3,Yes. It has 2 cave-ins in the tunnels and 1 cave-in by a(n external) door.,4,,
10/12/2019 02:50:27,ByteSturm,Aries Dark Region GW-W d1-86,1 B,https://i.imgur.com/90XN0k9.png,No Leviathans,2,N/A,No,,,,"Some miles driven,
Some fuel spent,
THE EMPEROR APPROVES,
AND I SHALL MAKE THE XENOS REPENT!",3,N/A,0,,
10/12/2019 02:51:44,ByteSturm,Aries Dark Region MS-T c3-2,A 1 A,https://i.imgur.com/ND3HQWx.png,Small Reposing Leviathans,2,N/A,No,,,,"Another site down,
Another off the list.
Scores more to go,
I'm starting to feel pissed.",3,N/A,2,,
10/12/2019 02:53:11,ByteSturm,Hyades Sector PC-V b2-3,2 A,https://i.imgur.com/x1KSGz7.png,Small Reposing Leviathans,2,N/A,No,,,,"Hippity hoppity,
The aliens wants me off their property.",5,N/A,1,,
10/12/2019 02:54:53,ByteSturm,Aries Dark Region GW-W d1-48,6 A,https://i.imgur.com/TnzmBoe.png,No Leviathans,2,N/A,No,,,,"I've started a race
To get through this place
Before a random Goid
Scatters my ship to the void.",3,N/A,0,,
10/12/2019 02:56:37,ByteSturm,Aries Dark Region IM-V c2-5,12 A,https://i.imgur.com/RXnNlgU.png,Small Reposing Leviathans,2,N/A,No,,,,"Since I started this trip
It's been over a year.
Now checking off my list
Is all I hold dear.",3,N/A,1,,
10/12/2019 03:29:14,ByteSturm,Pleiades Sector GW-W d1-54,2 C,https://i.imgur.com/mOL7S9k.png,"Large upright leviathans, Small Reposing Leviathans",4,"Yes, 1 in the tunnels.",Yes,HIP 22347 https://tool.canonn.tech/linkdecoder/?origin=Pleiades+Sector+GW-W+d1-54&data=hlh+lhh+hll+%3B+hhl+lll+lhl+hhh%0D%0Ahhl+hhl+hhl+%3B+hhl+lll+lhl+hhh%0D%0Ahhl+lll+hlh+hhl+%3B+hhl+lll+lhl+hhh,"Pleiades Sector LS-T c3-2
https://tool.canonn.tech/linkdecoder/?origin=Pleiades+Sector+GW-W+d1-54&data=hhl+lhh+%3B+hhl+lll+lhl%0D%0Alll+%3B+hll+hhl+hhh%0D%0Ahlh+hhh+hhh+%3B+hhl+lll+lhl
","Pleiades Sector OY-R c4-19
https://tool.canonn.tech/linkdecoder/?origin=Pleiades+Sector+GW-W+d1-54&data=hhl+lhl+hll+%3B+hhl+lll+lhl+hhh%0D%0Ahlh+hhl+%3B+lll+llh+lhh%0D%0Ahlh+hhh+hll+hll+%3B+hhl+lll+lhl+hhh
","Had a Thargoid visitor that shut down my SRV and then promptly left.  Maybe it was due to me being underneath my ship just before it pulsed.
",3,Yes. It has 1 cave-in by a(n exterior) door.,4,,
10/12/2019 03:33:02,ByteSturm,Pleiades Sector MC-V c2-8,8 B,https://i.imgur.com/mOL7S9k.png,"Large upright leviathans, Small Reposing Leviathans",4,"Yes, 1 in the tunnels.",Yes,Pleiades Sector MC-V c2-0 https://tool.canonn.tech/linkdecoder/?origin=Pleiades+Sector+MC-V+c2-8&data=hhl+hlh+lll+%3B+hhl+lll+lhl+hhh%0D%0Alhh+lhl+%3B+hhl+lll+lhl+hhh%0D%0Ahlh+lll+%3B+hll+hhl,"HIP 18368 (?)
https://tool.canonn.tech/linkdecoder/?origin=Pleiades+Sector+MC-V+c2-8&data=lll+hhl+%3B+lll+llh+lhh%0D%0Ahhl+hhl+%3B+hll+lll+hlh%0D%0Ahhl+llh+llh+%3B+hhl+lll+lhl
","Synuefe TF-U b36-2 (?)
https://tool.canonn.tech/linkdecoder/?origin=Pleiades+Sector+MC-V+c2-8&data=hlh+hll+lhl+%3B+hhl+lll+lhl+hhh%0D%0Ahlh+hhl+%3B+hll+lll+hlh%0D%0Alll+hhl+hhl+%3B+lll+llh+lhh
","The site also has a blueish tint on the inside, could be due to surrounding terrain/system lighting.
",3,Yes. It has 1 cave-in in the tunnels and 1 cave-in by a(n exterior) door.,4,,
10/12/2019 03:38:31,ByteSturm,Pleiades Sector MC-V c2-6,B 4 A,https://i.imgur.com/yMzoKHv.png,"Large upright leviathans, Small Reposing Leviathans",4,"Yes, 1 in the tunnels.",Yes,Pleiades Sector MC-V c2-0 https://tool.canonn.tech/linkdecoder/?origin=Pleiades+Sector+MC-V+c2-6&data=hhl+hlh+lll+%3B+hhl+lll+lhl+hhh%0D%0Ahll+%3B+hhl+lhh+lhh%0D%0Ahlh+lll+%3B+hll+hhl,"Synuefe JU-M d8-50
https://tool.canonn.tech/linkdecoder/?origin=Pleiades+Sector+MC-V+c2-6&data=hhl+hhh+lll+%3B+lll+llh+lhh%0D%0Ahhl+hll+%3B+hll+lll+hlh%0D%0Allh+lll+hll+%3B+lll+llh+lhh
","Pleiades Sector MC-V c2-8
https://tool.canonn.tech/linkdecoder/?origin=Pleiades+Sector+MC-V+c2-6&data=hhl+%3B+hhl+hlh%0D%0Ahhl+hhl+%3B+lll+llh+lhh%0D%0Ahhl+llh+lhh+hhl+%3B+hhl+lll+lhl+hhh
","Monotony sets in,
My SRV feels inert.
I scan another chamber
As a Goid egg goes 'splurt'.",3,Yes. It has 1 cave-in by a(n exterior) door.,4,,
10/12/2019 03:39:48,ByteSturm,Synuefe WU-X c17-8,2 A,https://i.imgur.com/1dbH0hU.png,Small Reposing Leviathans,2,N/A,No,,,,"Since I started this trip
It's been over a year.
Now checking off my list
Is all I hold dear.",3,N/A,2,,
10/12/2019 03:41:39,ByteSturm,HIP 20486,A 3 A,https://i.imgur.com/MxDPHQ0.png,"Large upright leviathans, Small Reposing Leviathans",4,No.,Yes,Synuefe UK-V b35-0 https://tool.canonn.tech/linkdecoder/?origin=HIP+20486&data=hhl+hhl+lhl+%3B+lll+llh+lhh%0D%0Ahlh+lhl+%3B+lll+llh+lhh%0D%0Alll+hhh+hll+%3B+lll+llh+lhh,"Synuefe YP-X c17-1
https://tool.canonn.tech/linkdecoder/?origin=HIP+20486&data=hlh+hlh+lhl+%3B+hhl+lll+lhl+hhh%0D%0Alhl+hhl+%3B+hhl+lll+lhl+hhh%0D%0Alll+hhh+hll+%3B+lll+llh+lhh
","Result: The three spheres do not intersect!
https://tool.canonn.tech/linkdecoder/?origin=HIP+20486&data=hlh+hhl+lhl+%3B+hhl+lll+lhl+hhh%0D%0Ahlh+hll+%3B+lll+llh+lhh%0D%0Ahll+lhh+lhl+%3B+hll+lll+hlh
","I've come across
A geological aberration,
The center of which
Hides a bright constellation.",5,Yes. It has 1 cave-in in the tunnels and 1 cave-in by a(n exterior) door.,4,,
10/12/2019 03:43:47,ByteSturm,Synuefe UZ-X c17-12,AB 2 A,https://i.imgur.com/pn38q6E.png,No Leviathans,2,N/A,No,,,,"Flitting red eyes
Flit through the night,
Droning 'long
The halls of this site.",5,N/A,0,,
10/12/2019 03:49:11,ByteSturm,Synuefe UZ-X c17-10,1 B,https://i.imgur.com/hhhrXIK.png,Small Reposing Leviathans,2,N/A,No,,,,"Found a Thargoid uplink device very close to the main structure sitting on a ruined bit of leviathan.  Probably just random spawn, but interesting placement.  Also, a System Defence Force ship spawned landed outside of the site.  Probably spying on me.  >:O
",3,N/A,1,,
10/12/2019 03:50:12,ByteSturm,HIP 22851,7 A,https://i.imgur.com/fECVChJ.png,Small Reposing Leviathans,2,N/A,No,,,,"Flying through the dark
The sight before me is stark.
Spires litter the ground
Of the next site I have found.",3,N/A,1,,
10/12/2019 03:53:37,ByteSturm,Synuefe RT-Z c16-13,1 A,https://i.imgur.com/yJCrLOk.png,"Large upright leviathans, Small Reposing Leviathans",4,"Yes, 1 in the tunnels.",Yes,Pleiades Sector MC-V c2-6 https://tool.canonn.tech/linkdecoder/?origin=Synuefe+RT-Z+c16-13&data=hhl+lhh+hll+%3B+hhl+lll+lhl+hhh%0D%0Ahll+%3B+llh+hlh%0D%0Ahhl+llh+hll+hhl+%3B+hhl+lll+lhl+hhh,"HIP 22851
https://tool.canonn.tech/linkdecoder/?origin=Synuefe+RT-Z+c16-13&data=hlh+hll+hhl+%3B+hhl+lll+lhl+hhh%0D%0Allh+lhl+%3B+hhl+lll+lhl+hhh%0D%0Ahll+lhh+hll+%3B+hll+lll+hlh
","Synuefe JU-M d8-50
https://tool.canonn.tech/linkdecoder/?origin=Synuefe+RT-Z+c16-13&data=hhl+hhh+lll+%3B+lll+llh+lhh%0D%0Ahhl+hll+%3B+lll+llh+lhh%0D%0Allh+lll+hll+%3B+lll+llh+lhh
","My engine's humming,
My heartbeat's thrumming,
The LZ's not clear,
The Goids draw near!",3,Yes. It has 1 cave-in by a(n exterior) door and 1 cave-in in the tunnels.,4,,
10/12/2019 03:59:48,ByteSturm,Synuefe JU-M d8-50,5 A,https://i.imgur.com/yQTvRMO.png,"Large upright leviathans, Small Reposing Leviathans",4,"Yes, 1 in the tunnels.",Yes,HIP 20486 (?) https://tool.canonn.tech/linkdecoder/?origin=Synuefe+JU-M+d8-50&data=hlh+lhl+hhl+%3B+hhl+lll+lhl+hhh%0D%0Allh+%3B+hhl+lll+lhl%0D%0Allh+llh+lll+%3B+lll+llh+lhh,"Pleiades Sector MC-V c2-6
https://tool.canonn.tech/linkdecoder/?origin=Synuefe+JU-M+d8-50&data=hhl+lhh+hll+%3B+hhl+lll+lhl+hhh%0D%0Ahhl+hll+%3B+hll+lll+hlh%0D%0Ahhl+llh+hll+hhl+%3B+hhl+lll+lhl+hhh
","Synuefe RT-Z c16-13
https://tool.canonn.tech/linkdecoder/?origin=Synuefe+JU-M+d8-50&data=lhh+lll+%3B+hll+lll+hlh%0D%0Ahhl+hll+%3B+lll+llh+lhh%0D%0Ahhl+lhl+lhh+lhl+%3B+hhl+lll+lhl+hhh
","I drove one eve,
Long hallowed halls,
Saw an alien,
And realized I had no balls.",3,Yes. It has 1 cave-in by a(n exterior) door and 1 cave-in in the tunnels.,4,,
10/12/2019 04:03:07,ByteSturm,Synuefe YP-X c17-1,5 C,https://i.imgur.com/jkFggEW.png,"Large upright leviathans, Small Reposing Leviathans",4,No.,Yes,Synuefe YP-X c17-8 https://tool.canonn.tech/linkdecoder/?origin=Synuefe+YP-X+c17-1&data=hhl+hlh+hll+%3B+lll+llh+lhh%0D%0Ahhl+hhl+%3B+hll+lll+hlh%0D%0Ahll+lhh+lhl+%3B+hll+lll+hlh,"Synuefe OV-K d9-56
https://tool.canonn.tech/linkdecoder/?origin=Synuefe+YP-X+c17-1&data=hlh+hll+lhl+%3B+hhl+lll+lhl+hhh%0D%0Ahhl+lhl+%3B+hll+lll+hlh%0D%0Ahhl+llh+lhl+lll+%3B+hhl+lll+lhl+hhh
","Synuefe UK-V b35-0
https://tool.canonn.tech/linkdecoder/?origin=Synuefe+YP-X+c17-1&data=hhl+hhl+lhl+%3B+lll+llh+lhh%0D%0Alll+%3B+hhl+lll+lhl+hhh%0D%0Alll+hhh+hll+%3B+lll+llh+lhh
","Some miles driven,
Some fuel spent,
THE EMPEROR APPROVES,
AND I SHALL MAKE THE XENOS REPENT!",3,Yes. It has 1 cave-in by a(n exterior) door and 1 cave-in in the tunnels.,4,,
10/12/2019 18:55:07,ByteSturm,Synuefe UK-V b35-0,A 4 A,https://i.imgur.com/vIal2WC.png,"Large upright leviathans, Small Reposing Leviathans",4,"Yes, 1 in the tunnels.",Yes,Synuefe RT-Z c16-13 https://tool.canonn.tech/linkdecoder/?origin=Synuefe+UK-V+b35-0&data=lhh+lll+%3B+hll+lll+hlh%0D%0Ahlh+lll+%3B+hll+lll+hlh%0D%0Ahhl+lhl+lhh+lhl+%3B+hhl+lll+lhl+hhh,"Synuefe YP-X c17-1
https://tool.canonn.tech/linkdecoder/?origin=Synuefe+UK-V+b35-0&data=hlh+hlh+lhl+%3B+hhl+lll+lhl+hhh%0D%0Alll+%3B+hhl+lll+lhl+hhh%0D%0Alll+hhh+hll+%3B+lll+llh+lhh
","Synuefe CW-V c18-6
https://tool.canonn.tech/linkdecoder/?origin=Synuefe+UK-V+b35-0&data=hlh+lhh+lll+%3B+hhl+lll+lhl+hhh%0D%0Alhl+hll+%3B+hhl+lll+lhl+hhh%0D%0Ahhl+llh+hll+lll+%3B+hhl+lll+lhl+hhh
","Another site down,
Another off the list.
Scores more to go,
I'm starting to feel pissed.",5,Yes. It has 1 cave-in by a(n exterior) door and 1 cave-in in the tunnels.,4,,
10/12/2019 18:56:20,ByteSturm,Synuefe YP-X c17-8,2 A,https://i.imgur.com/mMvuPXO.png,Small Reposing Leviathans,2,N/A,No,,,,"Some miles driven,
Some fuel spent,
THE EMPEROR APPROVES,
AND I SHALL MAKE THE XENOS REPENT!",3,N/A,1,,
10/12/2019 18:57:36,ByteSturm,Synuefe OV-K d9-56,9 C,https://i.imgur.com/keri5uB.png,"Large upright leviathans, Small Reposing Leviathans",4,No.,Yes,Aries Dark Region PH-V b2-0 (?) https://tool.canonn.tech/linkdecoder/?origin=Synuefe+OV-K+d9-56&data=lll+hhl+%3B+lll+llh+lhh%0D%0Allh+lhl+%3B+hhl+lll+lhl+hhh%0D%0Ahhl+llh+llh+%3B+hhl+lll+lhl,"Synuefe CW-V c18-6
https://tool.canonn.tech/linkdecoder/?origin=Synuefe+OV-K+d9-56&data=hlh+lhh+lll+%3B+hhl+lll+lhl+hhh%0D%0Ahhl+hll+%3B+lll+llh+lhh%0D%0Ahhl+llh+hll+lll+%3B+hhl+lll+lhl+hhh
","Synuefe YP-X c17-1
https://tool.canonn.tech/linkdecoder/?origin=Synuefe+OV-K+d9-56&data=hlh+hlh+lhl+%3B+hhl+lll+lhl+hhh%0D%0Ahhl+lhl+%3B+hll+lll+hlh%0D%0Alll+hhh+hll+%3B+lll+llh+lhh
","Hippity hoppity,
The aliens wants me off their property.",5,Yes. It has 1 cave-in by a(n exterior) door and 1 cave-in in the tunnels.,4,,
10/12/2019 18:59:44,ByteSturm,Synuefe CW-V c18-6,A 3 A,https://i.imgur.com/uT3iZ5V.png,"Large upright leviathans, Small Reposing Leviathans",4,No.,Yes,Synuefe UK-V b35-0 https://tool.canonn.tech/linkdecoder/?origin=Synuefe+CW-V+c18-6&data=hhl+hhl+lhl+%3B+lll+llh+lhh%0D%0Alhl+hll+%3B+hhl+lll+lhl+hhh%0D%0Alll+hhh+hll+%3B+lll+llh+lhh,"Synuefe OV-K d9-56
https://tool.canonn.tech/linkdecoder/?origin=Synuefe+CW-V+c18-6&data=hlh+hll+lhl+%3B+hhl+lll+lhl+hhh%0D%0Ahhl+hll+%3B+lll+llh+lhh%0D%0Ahhl+llh+lhl+lll+%3B+hhl+lll+lhl+hhh
","Synuefe YP-X c17-8
https://tool.canonn.tech/linkdecoder/?origin=Synuefe+CW-V+c18-6&data=hhl+hlh+hll+%3B+lll+llh+lhh%0D%0Alll+%3B+lll+llh+lhh+%0D%0Ahll+lhh+lhl+%3B+hll+lll+hlh
","I drove one eve,
Long hallowed halls,
Saw an alien,
And realized I had no balls.",3,Yes. It has 1 cave-in by a(n exterior) door and 1 cave-in in the tunnels.,4,,
10/12/2019 19:01:31,ByteSturm,HIP 15443,AB 4 B,https://i.imgur.com/KQnZyPO.png,"Large upright leviathans, Small Reposing Leviathans",4,No.,Yes,HIP 14746 https://tool.canonn.tech/linkdecoder/?origin=HIP+15443&data=hlh+lhl+hhl+%3B+hhl+lll+lhl+hhh%0D%0Ahhl+%3B+lhl+hhh%0D%0Ahhl+llh+llh+%3B+hhl+lll+lhl,"Synuefe MK-M d8-20
https://tool.canonn.tech/linkdecoder/?origin=HIP+15443&data=hlh+lhl+%3B+hhl+lll+lhl%0D%0Ahll+%3B+hhl+lhh+lhh%0D%0Ahhl+llh+hhl+lll+%3B+hhl+lll+lhl+hhh
","HIP 14702
https://tool.canonn.tech/linkdecoder/?origin=HIP+15443&data=hhl+hhl+hhl+%3B+lll+llh+lhh%0D%0Alll+%3B+hhl+lll+lhl%0D%0Allh+hhl+%3B+llh+hlh
","Monotony sets in,
My SRV feels inert.
I scan another chamber
As a Goid egg goes 'splurt'.",3,Yes. It has 1 cave-in by a(n exterior) door and 2 cave-ins in the tunnels.,4,,
10/12/2019 19:03:59,ByteSturm,HIP 14746,6 A,https://i.imgur.com/L40VJAX.png,"Large upright leviathans, Small Reposing Leviathans",4,No.,Yes,Synuefe CW-V c18-6 https://tool.canonn.tech/linkdecoder/?origin=HIP+14746&data=hlh+lhh+lll+%3B+hhl+lll+lhl+hhh%0D%0Ahhl+hlh+hll+%3B+hhl+lll+lhl+hhh%0D%0Ahhl+llh+hll+lll+%3B+hhl+lll+lhl+hhh,"Synuefe MK-M d8-20
https://tool.canonn.tech/linkdecoder/?origin=HIP+14746&data=hlh+lhl+%3B+hhl+lll+lhl+%0D%0Ahhl+hhl+%3B+hll+lll+hlh%0D%0Ahhl+llh+hhl+lll+%3B+hhl+lll+lhl+hhh
","HIP 15443
https://tool.canonn.tech/linkdecoder/?origin=HIP+14746&data=hlh+lhh+hll+%3B+hhl+lll+lhl+hhh%0D%0Ahhl+%3B+lhl+hhh%0D%0Ahlh+lll+hll+%3B+hll+hhl+hhh","Since I started this trip
It's been over a year.
Now checking off my list
Is all I hold dear.",4,Yes. It has 1 cave-in by a(n exterior) door and 2 cave-ins in the tunnels.,4,,
10/12/2019 19:05:52,ByteSturm,Synuefe MK-M d8-20,A 2 A,https://i.imgur.com/FPmIcKF.png,"Large upright leviathans, Small Reposing Leviathans",4,No.,Yes,HIP 14746 https://tool.canonn.tech/linkdecoder/?origin=Synuefe+MK-M+d8-20&data=hlh+lhl+hhl+%3B+hhl+lll+lhl+hhh%0D%0Ahhl+hhl+%3B+hll+lll+hlh%0D%0Ahhl+llh+llh+%3B+hhl+lll+lhl,"HIP 15443
https://tool.canonn.tech/linkdecoder/?origin=Synuefe+MK-M+d8-20&data=hlh+lhh+hll+%3B+hhl+lll+lhl+hhh%0D%0Ahll+%3B+hhl+lhh+lhh%0D%0Ahlh+lll+hll+%3B+hll+hhl+hhh
","Pleiades Sector KM-W d1-40
https://tool.canonn.tech/linkdecoder/?origin=Synuefe+MK-M+d8-20&data=hhl+hhl+%3B+hhl+lhh+lhh%0D%0Ahhl+hhl+lll+%3B+hhl+lll+lhl+hhh%0D%0Ahlh+lll+lhl+%3B+hll+hhl+hhh
",Had another Thargoid visitor.  This one also left as soon as it pulsed.  I believe it's because I was near or underneath my ship shortly before the pulse instead of out in the open.,3,Yes. It has 1 cave-in by a(n exterior) door and 2 cave-ins in the tunnels.,4,,
10/12/2019 19:08:57,ByteSturm,Mel 22 Sector DG-O c6-0,2 A,https://i.imgur.com/uhB0Qig.png,"Large upright leviathans, Small Reposing Leviathans",4,"Yes, 1 in the tunnels.",Yes,Mel 22 Sector BV-P c5-2 https://tool.canonn.tech/linkdecoder/?origin=Mel+22+Sector+DG-O+c6-0&data=hlh+lhh+hhl+%3B+hhl+lll+lhl+hhh%0D%0Ahhl+lhl+%3B+hll+lll+hlh%0D%0Ahlh+llh+hll+%3B+hll+hhl+hhh,"HIP 15443
https://tool.canonn.tech/linkdecoder/?origin=Mel+22+Sector+DG-O+c6-0&data=hlh+lhh+hll+%3B+hhl+lll+lhl+hhh%0D%0Alhl+lll+%3B+hhl+lll+lhl+hhh%0D%0Ahlh+lll+hll+%3B+hll+hhl+hhh
","Synuefe MK-M d8-20
https://tool.canonn.tech/linkdecoder/?origin=Mel+22+Sector+DG-O+c6-0&data=hlh+lhl+%3B+hhl+lll+lhl%0D%0Ahhl+hll+%3B+lll+llh+lhh%0D%0Ahhl+llh+hhl+lll+%3B+hhl+lll+lhl+hhh
","I've started a race
To get through this place
Before a random Goid
Scatters my ship to the void.",3,Yes. It has 1 cave-in by a(n exterior) door.,4,,
10/12/2019 19:10:45,ByteSturm,Pleiades Sector KM-W d1-40,B 10 A,https://i.imgur.com/xgHeScW.png,"Large upright leviathans, Small Reposing Leviathans",4,No.,Yes,HIP 16246 (?) https://tool.canonn.tech/linkdecoder/?origin=Pleiades+Sector+KM-W+d1-40&data=lll+hhl+%3B+lll+llh+lhh%0D%0Alhh+lhl+%3B+lll+llh+lhh%0D%0Ahhl+llh+llh+%3B+hhl+lll+lhl,"Pleiades Sector OS-U c2-7
https://tool.canonn.tech/linkdecoder/?origin=Pleiades+Sector+KM-W+d1-40&data=lhl+lll+%3B+lll+llh+lhh%0D%0Ahlh+lll+%3B+lll+llh+lhh%0D%0Ahhl+lll+hlh+hll+%3B+hhl+lll+lhl+hhh
","HIP 16572
https://tool.canonn.tech/linkdecoder/?origin=Pleiades+Sector+KM-W+d1-40&data=lhl+hhl+%3B+lll+llh+lhh%0D%0Ahlh+hll+%3B+lll+llh+lhh%0D%0Ahhl+lll+hhl+hll+%3B+hhl+lll+lhl+hhh
","I've come across
A geological aberration,
The center of which
Hides a bright constellation.",3,Yes. It has 1 cave-in by a(n exterior) door and 1 cave-in in the tunnels.,4,,
10/12/2019 19:12:45,ByteSturm,Aries Dark Region JW-W c1-4,7 A,https://i.imgur.com/dc4142g.png,Small Reposing Leviathans,2,N/A,No,,,,"Flitting red eyes
Flit through the night,
Droning 'long
The halls of this site.",3,N/A,2,,
10/12/2019 19:15:23,ByteSturm,HIP 18368,2 H,https://i.imgur.com/Q2pIhur.png,"Large upright leviathans, Small Reposing Leviathans",4,"Yes, 4 around the central chamber.",Yes,12 Trianguli https://tool.canonn.tech/linkdecoder/?origin=HIP+18368&data=hlh+hhh+lhl+%3B+lll+llh+lhh%0D%0Ahhl+llh+lll+%3B+lll+llh+lhh%0D%0Ahlh+hhl+lll+hll+%3B+hhl+lll+lhl+hhh,"Byeru Bese
https://tool.canonn.tech/linkdecoder/?origin=HIP+18368&data=lll+hhh+hhl+%3B+hhl+lll+lhl+hhh%0D%0Ahll+hhh+lll+%3B+lll+llh+lhh%0D%0Ahll+lll+hhl+%3B+hll+hhl+hhh
",,"Flying through the dark
The sight before me is stark.
Spires litter the ground
Of the next site I have found.",3,No.,6,,
10/12/2019 19:18:58,ByteSturm,Pleiades Sector IR-W d1-38,ABCD 1 A,https://i.imgur.com/I65iIA6.png,No Leviathans,2,N/A,No,,,,"My engine's humming,
My heartbeat's thrumming,
The LZ's not clear,
The Goids draw near!",3,N/A,0,,
