System,USSType,x,y,z,Check
Pleiades Sector NI-S b4-0,$USS_Type_NonHuman;,-76,-136.531,-327.344,pass
PLEIADES SECTOR NI-S B4-1,$USS_Type_NonHuman;,-65.46875,-131.8125,-333.75,pass
Pleiades Sector NI-S b4-1,$USS_Type_NonHuman;,-65.46875,-131.8125,-333.75,pass
Pleiades Sector NI-S b4-3,$USS_Type_NonHuman;,-76.406,-131.875,-335.938,pass
Pleiades Sector NI-T c3-9,$USS_Type_NonHuman;,-120.34375,-162.75,-303.625,pass
Pleiades Sector NN-T c3-14,$USS_Type_NonHuman;,-46.71875,-115.75,-301.34375,pass
PLEIADES SECTOR NN-T C3-15,$USS_Type_NonHuman;,-51.75,-112.40625,-304.90625,pass
Pleiades Sector NN-T c3-15,$USS_Type_NonHuman;,-51.75,-112.406,-304.906,pass
Pleiades Sector NN-T c3-2,$USS_Type_NonHuman;,-56.375,-117.813,-274.906,pass
Pleiades Sector NN-T c3-4,$USS_Type_DistressSignal;,-44.656,-124.781,-299.156,pass
Pleiades Sector NN-T c3-4,$USS_Type_NonHuman;,-44.656,-124.781,-299.156,pass
Pleiades Sector NN-T c3-6,$USS_Type_NonHuman;,-46.469,-139.969,-269.094,pass
Pleiades Sector NN-T c3-7,$USS_Type_NonHuman;,-32.28125,-122.40625,-287.09375,pass
Pleiades Sector NS-T b3-0,$USS_Type_NonHuman;,-73,-172.09375,-350.625,pass
Pleiades Sector NS-T b3-0,$USS_Type_NonHuman;,-73,-172.094,-350.625,pass
Pleiades Sector NS-T b3-0,$USS_Type_Salvage;,-73,-172.094,-350.625,pass
Pleiades Sector NS-T b3-1,$USS_Type_NonHuman;,-73.656,-169.344,-351.5,pass
Pleiades Sector NS-T b3-2,$USS_Type_NonHuman;,-72.438,-169.688,-353.906,pass
Pleiades Sector NT-Q b5-0,$USS_Type_NonHuman;,-123.219,-120.875,-323.25,pass
Pleiades Sector NT-Q b5-2,$USS_Type_NonHuman;,-122.281,-112.344,-313.219,pass
Pleiades Sector NX-U c2-5,$USS_Type_NonHuman;,-59.875,-203.71875,-328.40625,pass
Pleiades Sector NY-Q b5-0,$USS_Type_NonHuman;,-82.46875,-99.53125,-323.71875,pass
PLEIADES SECTOR OC-V B2-1,$USS_Type_NonHuman;,-54.59375,-216.40625,-368.59375,pass
PLEIADES SECTOR OD-S B4-1,$USS_Type_NonHuman;,-93.40625,-164,-341.59375,pass
Pleiades Sector OD-S b4-1,$USS_Type_NonHuman;,-93.406,-164,-341.594,pass
Pleiades Sector OD-S b4-1,$USS_Type_NonHuman;,-93.40625,-164,-341.59375,pass
Pleiades Sector OE-P b6-3,$USS_Type_NonHuman;,-137.5,-99.21875,-295.71875,pass
Pleiades Sector OH-V b2-0,$USS_Type_NonHuman;,-24.125,-189.40625,-383.25,pass
PLEIADES SECTOR OI-S B4-0,$USS_Type_NonHuman;,-63.1875,-135.75,-325.21875,pass
Pleiades Sector OI-S b4-0,$USS_Type_NonHuman;,-63.188,-135.75,-325.219,pass
PLEIADES SECTOR OI-S B4-1,$USS_Type_NonHuman;,-47.625,-128.1875,-335.6875,pass
PLEIADES SECTOR OI-S B4-2,$USS_Type_NonHuman;,-47.09375,-133.0625,-335.84375,pass
Pleiades Sector OI-S b4-2,$USS_Type_NonHuman;,-47.094,-133.063,-335.844,pass
Pleiades Sector OI-T c3-5,$USS_Type_NonHuman;,-81.594,-155.781,-285.844,pass
PLEIADES SECTOR OI-T C3-6,$USS_Type_NonHuman;,-80.65625,-151.625,-292.375,pass
PLEIADES SECTOR OI-T C3-7,$USS_Type_NonHuman;,-69.4375,-180.4375,-287.625,pass
Pleiades Sector OI-T c3-7,$USS_Type_NonHuman;,-69.438,-180.438,-287.625,pass
Pleiades Sector OI-T c3-7,$USS_Type_ValuableSalvage;,-69.438,-180.438,-287.625,pass
Pleiades Sector OI-T c3-7,$USS_Type_WeaponsFire;,-69.438,-180.438,-287.625,pass
Pleiades Sector OI-T c3-8,$USS_Type_NonHuman;,-74.5,-179.594,-288.469,pass
Pleiades Sector ON-T c3-12,$USS_Type_DistressSignal;,-15.34375,-128.90625,-286.5,pass
Pleiades Sector ON-T c3-12,$USS_Type_DistressSignal;,-15.344,-128.906,-286.5,pass
Pleiades Sector ON-T c3-12,$USS_Type_NonHuman;,-15.34375,-128.90625,-286.5,pass
Pleiades Sector ON-T c3-12,$USS_Type_NonHuman;,-15.344,-128.906,-286.5,pass
Pleiades Sector ON-T c3-12,$USS_Type_Salvage;,-15.344,-128.906,-286.5,pass
Pleiades Sector ON-T c3-15,$USS_Type_NonHuman;,-23.875,-144.09375,-273.5625,pass
Pleiades Sector ON-T c3-15,$USS_Type_ValuableSalvage;,-23.875,-144.09375,-273.5625,pass
Pleiades Sector OS-T b3-2,$USS_Type_NonHuman;,-47.90625,-170.03125,-357.53125,pass
Pleiades Sector OS-U c2-7,$USS_Type_NonHuman;,-68.71875,-229.625,-325.6875,pass
Pleiades Sector OX-T b3-2,$USS_Type_NonHuman;,-8.78125,-157.3125,-351,pass
PLEIADES SECTOR OY-R C4-19,$USS_Type_NonHuman;,-73.8125,-98.625,-262.3125,pass
Pleiades Sector OY-R c4-19,$USS_Type_NonHuman;,-73.813,-98.625,-262.313,pass
Pleiades Sector PD-S b4-0,$USS_Type_NonHuman;,-80.625,-156.688,-337.438,pass
Pleiades Sector PD-S b4-0,$USS_Type_Salvage;,-80.625,-156.6875,-337.4375,pass
Pleiades Sector PD-S b4-0,$USS_Type_Salvage;,-80.625,-156.688,-337.438,pass
PLEIADES SECTOR PD-S B4-2,$USS_Type_NonHuman;,-75.5625,-152.40625,-336.40625,pass
Pleiades Sector PD-S b4-2,$USS_Type_NonHuman;,-75.563,-152.406,-336.406,pass
PLEIADES SECTOR PI-S B4-3,$USS_Type_NonHuman;,-36.59375,-141.40625,-335.28125,pass
PLEIADES SECTOR PI-T C3-7,$USS_Type_NonHuman;,-60.34375,-157.84375,-282.71875,pass
Pleiades Sector PI-T c3-7,$USS_Type_NonHuman;,-60.344,-157.844,-282.719,pass
PLEIADES SECTOR PI-T C3-8,$USS_Type_NonHuman;,-61.65625,-154.40625,-278.90625,pass
Pleiades Sector PI-T c3-8,$USS_Type_NonHuman;,-61.656,-154.406,-278.906,pass
Pleiades Sector PI-T c3-9,$USS_Type_NonHuman;,-57.4375,-155.375,-276.09375,pass
Pleiades Sector PI-T c3-9,$USS_Type_NonHuman;,-57.438,-155.375,-276.094,pass
Pleiades Sector PN-T b3-0,$USS_Type_NonHuman;,-79.531,-199.938,-361.594,pass
Pleiades Sector PN-T b3-1,$USS_Type_NonHuman;,-80.594,-195.563,-360.563,pass
Pleiades Sector PO-Q b5-0,$USS_Type_NonHuman;,-121.6875,-141.46875,-324.75,pass
Pleiades Sector PO-Q b5-0,$USS_Type_NonHuman;,-121.688,-141.469,-324.75,pass
Pleiades Sector PO-Q b5-0,$USS_Type_ValuableSalvage;,-121.688,-141.469,-324.75,pass
PLEIADES SECTOR PT-Q B5-0,$USS_Type_NonHuman;,-67.78125,-122.84375,-318.46875,pass
Pleiades Sector PT-Q b5-0,$USS_Type_NonHuman;,-67.78125,-122.84375,-318.46875,pass
PLEIADES SECTOR PT-Q B5-1,$USS_Type_NonHuman;,-70.03125,-121.8125,-313.96875,pass
Pleiades Sector PT-Q b5-2,$USS_Type_NonHuman;,-74.90625,-119.1875,-313.96875,pass
Pleiades Sector PT-Q b5-3,$USS_Type_NonHuman;,-72.531,-118.969,-317.688,pass
Pleiades Sector PT-R c4-10,$USS_Type_NonHuman;,-108.21875,-115.40625,-262.75,pass
PLEIADES SECTOR QD-S B4-0,$USS_Type_NonHuman;,-59.78125,-163.5,-339.71875,pass
Pleiades Sector QD-S b4-0,$USS_Type_NonHuman;,-59.781,-163.5,-339.719,pass
Pleiades Sector QD-S b4-0,$USS_Type_NonHuman;,-59.78125,-163.5,-339.71875,pass
PLEIADES SECTOR QD-S B4-1,$USS_Type_NonHuman;,-57.21875,-149.375,-337.125,pass
Pleiades Sector QD-S b4-1,$USS_Type_NonHuman;,-57.21875,-149.375,-337.125,pass
Pleiades Sector QD-S b4-1,$USS_Type_NonHuman;,-57.219,-149.375,-337.125,pass
Pleiades Sector QI-T c3-7,$USS_Type_NonHuman;,-9.96875,-147.34375,-273.875,pass
PLEIADES SECTOR QN-T B3-1,$USS_Type_NonHuman;,-53.84375,-192.25,-347.8125,pass
Pleiades Sector QO-Q b5-0,$USS_Type_NonHuman;,-99.84375,-141.1875,-320.5625,pass
Pleiades Sector QO-Q b5-0,$USS_Type_NonHuman;,-99.844,-141.188,-320.563,pass
PLEIADES SECTOR QO-Q B5-3,$USS_Type_NonHuman;,-87.65625,-141.125,-315.28125,pass
Pleiades Sector QO-Q b5-3,$USS_Type_NonHuman;,-87.65625,-141.125,-315.28125,pass
Pleiades Sector QS-T b3-2,$USS_Type_NonHuman;,-16.625,-172.40625,-361.46875,pass
PLEIADES SECTOR QT-Q B5-3,$USS_Type_NonHuman;,-60.34375,-119.96875,-311.09375,pass
Pleiades Sector QT-R b4-0,$USS_Type_NonHuman;,-144.563,-204.969,-341.625,pass
Pleiades Sector QT-R c4-10,$USS_Type_NonHuman;,-72.625,-114.375,-259.21875,pass
Pleiades Sector QT-R c4-10,$USS_Type_NonHuman;,-72.625,-114.375,-259.219,pass
Pleiades Sector QT-R c4-10,$USS_Type_Salvage;,-72.625,-114.375,-259.219,pass
Pleiades Sector QT-R c4-13,$USS_Type_NonHuman;,-81.031,-117.813,-261.781,pass
Pleiades Sector QT-R c4-13,$USS_Type_NonHuman;,-81.03125,-117.8125,-261.78125,pass
Pleiades Sector QT-R c4-18,$USS_Type_NonHuman;,-81.469,-118.125,-253.031,pass
Pleiades Sector QT-R c4-8,$USS_Type_NonHuman;,-65.21875,-115.34375,-262.6875,pass
Pleiades Sector QT-R c4-9,$USS_Type_NonHuman;,-71.75,-116.781,-259.438,pass
Pleiades Sector QT-R c4-9,$USS_Type_NonHuman;,-71.75,-116.78125,-259.4375,pass
Pleiades Sector QZ-O b6-1,$USS_Type_NonHuman;,-138.375,-106.906,-294.625,pass
Pleiades Sector RD-T c3-6,$USS_Type_NonHuman;,-36.8125,-208.78125,-301.21875,pass
PLEIADES SECTOR RN-T B3-0,$USS_Type_NonHuman;,-39.46875,-189.46875,-358.21875,pass
PLEIADES SECTOR RO-Q B5-0,$USS_Type_NonHuman;,-80.46875,-140.21875,-324.15625,pass
Pleiades Sector RO-Q b5-0,$USS_Type_NonHuman;,-80.46875,-140.21875,-324.15625,pass
Pleiades Sector RO-Q b5-0,$USS_Type_NonHuman;,-80.469,-140.219,-324.156,pass
Pleiades Sector RO-Q b5-0,$USS_Type_Salvage;,-80.46875,-140.21875,-324.15625,pass
Pleiades Sector RO-Q b5-0,$USS_Type_Salvage;,-80.469,-140.219,-324.156,pass
Pleiades Sector RO-Q b5-1,$USS_Type_DistressSignal;,-78.594,-143.094,-320.813,pass
PLEIADES SECTOR RO-Q B5-1,$USS_Type_NonHuman;,-78.59375,-143.09375,-320.8125,pass
Pleiades Sector RO-Q b5-1,$USS_Type_NonHuman;,-78.594,-143.094,-320.813,pass
Pleiades Sector RO-Q b5-1,$USS_Type_Salvage;,-78.594,-143.094,-320.813,pass
PLEIADES SECTOR RO-Q B5-2,$USS_Type_NonHuman;,-67.03125,-136.5625,-308.09375,pass
Pleiades Sector RO-Q b5-2,$USS_Type_NonHuman;,-67.03125,-136.5625,-308.09375,pass
PLEIADES SECTOR RO-Q B5-3,$USS_Type_NonHuman;,-70.46875,-131.8125,-306.78125,pass
Pleiades Sector RO-Q b5-3,$USS_Type_NonHuman;,-70.469,-131.813,-306.781,pass
PLEIADES SECTOR RT-Q B5-1,$USS_Type_NonHuman;,-44.40625,-121.40625,-323.15625,pass
Pleiades Sector RT-Q b5-1,$USS_Type_NonHuman;,-44.406,-121.406,-323.156,pass
PLEIADES SECTOR RT-Q B5-2,$USS_Type_NonHuman;,-42.09375,-120.28125,-306.625,pass
Pleiades Sector RT-Q b5-2,$USS_Type_NonHuman;,-42.094,-120.281,-306.625,pass
Pleiades Sector RT-R c4-4,$USS_Type_NonHuman;,-30.53125,-120.71875,-263.03125,pass
PLEIADES SECTOR RY-R B4-0,$USS_Type_NonHuman;,-76.3125,-171.3125,-335.0625,pass
Pleiades Sector RY-R b4-0,$USS_Type_NonHuman;,-76.3125,-171.3125,-335.0625,pass
Pleiades Sector RY-R b4-0,$USS_Type_NonHuman;,-76.313,-171.313,-335.063,pass
Pleiades Sector RY-R b4-1,$USS_Type_NonHuman;,-82.875,-167.0625,-341.875,pass
PLEIADES SECTOR RY-R B4-2,$USS_Type_NonHuman;,-77.28125,-165.96875,-344.40625,pass
Pleiades Sector RY-R b4-2,$USS_Type_NonHuman;,-77.281,-165.969,-344.406,pass
Pleiades Sector RY-R b4-2,$USS_Type_NonHuman;,-77.28125,-165.96875,-344.40625,pass
Pleiades Sector RZ-O b6-1,$USS_Type_NonHuman;,-109.96875,-105.375,-302.5,pass
Pleiades Sector SE-P b6-0,$USS_Type_NonHuman;,-72.969,-101,-289.469,pass
Pleiades Sector SJ-Q b5-2,$USS_Type_NonHuman;,-92.781,-153.375,-320.406,pass
Pleiades Sector SN-T b3-2,$USS_Type_NonHuman;,-24.125,-196.0625,-347.25,pass
Pleiades Sector SO-Q b5-2,$USS_Type_NonHuman;,-51.219,-129.063,-306.813,pass
PLEIADES SECTOR ST-Q B5-1,$USS_Type_NonHuman;,-13.21875,-119.8125,-319.1875,pass
Pleiades Sector ST-R b4-1,$USS_Type_NonHuman;,-88.34375,-191.0625,-341.34375,pass
Pleiades Sector ST-R b4-1,$USS_Type_NonHuman;,-88.344,-191.063,-341.344,pass
Pleiades Sector SU-O b6-0,$USS_Type_NonHuman;,-142.25,-143.28125,-303.9375,pass
Pleiades Sector SY-R b4-1,$USS_Type_NonHuman;,-56.563,-175.906,-333.156,pass
Pleiades Sector SY-R b4-2,$USS_Type_NonHuman;,-57.969,-182.75,-330.375,pass
Pleiades Sector SZ-O b6-1,$USS_Type_NonHuman;,-100.46875,-121.53125,-302.34375,pass
Pleiades Sector SZ-O b6-1,$USS_Type_NonHuman;,-100.469,-121.531,-302.344,pass
Pleiades Sector SZ-O b6-3,$USS_Type_NonHuman;,-94.8125,-118.5,-296.34375,pass
PLEIADES SECTOR TE-P B6-0,$USS_Type_NonHuman;,-35.25,-94.21875,-294.875,pass
PLEIADES SECTOR TE-Q B5-0,$USS_Type_NonHuman;,-124.625,-179.90625,-321.625,pass
Pleiades Sector TE-Q b5-0,$USS_Type_NonHuman;,-124.625,-179.906,-321.625,pass
PLEIADES SECTOR TJ-Q B5-0,$USS_Type_NonHuman;,-76.09375,-147.78125,-308.4375,pass
Pleiades Sector TJ-Q b5-0,$USS_Type_NonHuman;,-76.09375,-147.78125,-308.4375,pass
Pleiades Sector TJ-Q b5-0,$USS_Type_NonHuman;,-76.094,-147.781,-308.438,pass
PLEIADES SECTOR TJ-Q B5-1,$USS_Type_NonHuman;,-75.4375,-160.1875,-317.34375,pass
Pleiades Sector TJ-Q b5-1,$USS_Type_NonHuman;,-75.4375,-160.1875,-317.34375,pass
Pleiades Sector TJ-Q b5-1,$USS_Type_NonHuman;,-75.438,-160.188,-317.344,pass
PLEIADES SECTOR TJ-Q B5-2,$USS_Type_NonHuman;,-74.28125,-156.375,-323.34375,pass
Pleiades Sector TJ-Q b5-2,$USS_Type_NonHuman;,-74.281,-156.375,-323.344,pass
Pleiades Sector TJ-Q b5-2,$USS_Type_NonHuman;,-74.28125,-156.375,-323.34375,pass
Pleiades Sector TK-N b7-1,$USS_Type_NonHuman;,-115.46875,-87.875,-275.96875,pass
Pleiades Sector TK-N b7-1,$USS_Type_NonHuman;,-115.469,-87.875,-275.969,pass
Pleiades Sector TO-Q b5-0,$USS_Type_NonHuman;,-43.59375,-135.375,-309.96875,pass
Pleiades Sector TO-Q b5-3,$USS_Type_NonHuman;,-36.5625,-130.25,-312.5,pass
Pleiades Sector TO-R b4-0,$USS_Type_NonHuman;,-114.9375,-215.40625,-344.78125,pass
Pleiades Sector TO-R c4-3,$USS_Type_NonHuman;,-60.96875,-145.59375,-249.375,pass
Pleiades Sector TO-R c4-3,$USS_Type_NonHuman;,-60.969,-145.594,-249.375,pass
PLEIADES SECTOR TZ-O B6-0,$USS_Type_NonHuman;,-80.40625,-124.125,-304.125,pass
Pleiades Sector TZ-O b6-0,$USS_Type_NonHuman;,-80.406,-124.125,-304.125,pass
Pleiades Sector TZ-O b6-3,$USS_Type_NonHuman;,-74.375,-115.71875,-294.53125,pass
Pleiades Sector TZ-O b6-3,$USS_Type_NonHuman;,-74.375,-115.719,-294.531,pass
Pleiades Sector UJ-Q b5-1,$USS_Type_NonHuman;,-61.125,-161,-318.906,pass
Pleiades Sector UJ-Q b5-2,$USS_Type_NonHuman;,-57.563,-161.375,-318.906,pass
Pleiades Sector UK-N b7-0,$USS_Type_NonHuman;,-102.8125,-103.4375,-283.71875,pass
PLEIADES SECTOR UK-N B7-1,$USS_Type_NonHuman;,-99.09375,-102.4375,-276.90625,pass
Pleiades Sector UK-N b7-3,$USS_Type_NonHuman;,-97.313,-87.75,-283.25,pass
Pleiades Sector UT-R b4-0,$USS_Type_NonHuman;,-57.0625,-187.59375,-339.0625,pass
Pleiades Sector UU-O b6-2,$USS_Type_NonHuman;,-98.59375,-141.09375,-293,pass
PLEIADES SECTOR UU-O B6-3,$USS_Type_NonHuman;,-88.78125,-135.875,-304.59375,pass
Pleiades Sector UU-O b6-3,$USS_Type_NonHuman;,-88.78125,-135.875,-304.59375,pass
Pleiades Sector UY-A b2,$USS_Type_NonHuman;,-100.625,-147.844,-435,pass
Pleiades Sector UZ-O b6-1,$USS_Type_NonHuman;,-62.15625,-114.0625,-289.375,pass
PLEIADES SECTOR UZ-O B6-2,$USS_Type_NonHuman;,-53.28125,-106.5,-297.46875,pass
PLEIADES SECTOR UZ-O B6-3,$USS_Type_NonHuman;,-54.875,-105.1875,-293.625,pass
Pleiades Sector UZ-O b6-3,$USS_Type_NonHuman;,-54.875,-105.188,-293.625,pass
Pleiades Sector VE-Q b5-1,$USS_Type_NonHuman;,-80.21875,-172.78125,-307.78125,pass
Pleiades Sector VE-Y b1-1,$USS_Type_NonHuman;,-83.78125,-70,-395.8125,pass
Pleiades Sector VF-N b7-0,$USS_Type_Convoy;,-122.219,-112.469,-265.469,pass
Pleiades Sector VF-N b7-0,$USS_Type_NonHuman;,-122.21875,-112.46875,-265.46875,pass
Pleiades Sector VF-N b7-0,$USS_Type_NonHuman;,-122.219,-112.469,-265.469,pass
Pleiades Sector VF-N b7-2,$USS_Type_NonHuman;,-111.281,-106.094,-283.438,pass
Pleiades Sector VJ-Q b5-0,$USS_Type_NonHuman;,-43.875,-161.78125,-324.625,pass
Pleiades Sector VJ-Q b5-1,$USS_Type_NonHuman;,-41.59375,-162.59375,-325,pass
Pleiades Sector VJ-Q b5-1,$USS_Type_NonHuman;,-41.594,-162.594,-325,pass
Pleiades Sector VJ-Q b5-2,$USS_Type_NonHuman;,-40.8125,-163.53125,-319.4375,pass
PLEIADES SECTOR VK-N B7-0,$USS_Type_NonHuman;,-81.625,-100.21875,-279.375,pass
Pleiades Sector VK-N b7-0,$USS_Type_NonHuman;,-81.625,-100.21875,-279.375,pass
Pleiades Sector VK-N b7-3,$USS_Type_NonHuman;,-75.40625,-104.59375,-280,pass
PLEIADES SECTOR VK-N B7-4,$USS_Type_NonHuman;,-72.34375,-90.8125,-272.96875,pass
Pleiades Sector VO-R b4-2,$USS_Type_NonHuman;,-65.84375,-219.65625,-325.9375,pass
Pleiades Sector VO-Z b0,$USS_Type_NonHuman;,-72.84375,-107.78125,-412.71875,pass
PLEIADES SECTOR VU-O B6-0,$USS_Type_NonHuman;,-75.0625,-127.65625,-286.96875,pass
Pleiades Sector VU-O b6-0,$USS_Type_NonHuman;,-75.0625,-127.65625,-286.96875,pass
Pleiades Sector VU-O b6-0,$USS_Type_NonHuman;,-75.063,-127.656,-286.969,pass
Pleiades Sector VU-O b6-1,$USS_Type_NonHuman;,-73.6875,-138.1875,-299.5,pass
Pleiades Sector VU-O b6-2,$USS_Type_NonHuman;,-80.25,-137.25,-298.656,pass
Pleiades Sector VU-O b6-2,$USS_Type_NonHuman;,-80.25,-137.25,-298.65625,pass
Pleiades Sector VU-O b6-3,$USS_Type_NonHuman;,-71.781,-141.375,-294.531,pass
Pleiades Sector VZ-O b6-0,$USS_Type_NonHuman;,-27.375,-121.53125,-294.09375,pass
Pleiades Sector VZ-O b6-2,$USS_Type_NonHuman;,-32.656,-119.594,-297.25,pass
PLEIADES SECTOR VZ-O B6-3,$USS_Type_NonHuman;,-35.21875,-112.3125,-291.25,pass
Pleiades Sector WE-Q b5-2,$USS_Type_NonHuman;,-52.594,-180.469,-306.438,pass
Pleiades Sector WE-Z b1,$USS_Type_NonHuman;,-135.53125,-159.96875,-423.375,pass
Pleiades Sector WF-N b7-1,$USS_Type_NonHuman;,-104.906,-107.25,-270.063,pass
Pleiades Sector WJ-Q b5-3,$USS_Type_NonHuman;,-19.59375,-149.375,-322.15625,pass
PLEIADES SECTOR WJ-Z B1,$USS_Type_NonHuman;,-85.15625,-131.78125,-413.1875,pass
Pleiades Sector WK-N b7-0,$USS_Type_NonHuman;,-64.25,-102.563,-270.594,pass
Pleiades Sector WK-N b7-2,$USS_Type_NonHuman;,-62.656,-101.844,-280.688,pass
Pleiades Sector WK-N b7-2,$USS_Type_NonHuman;,-62.65625,-101.84375,-280.6875,pass
Pleiades Sector WU-O b6-0,$USS_Type_NonHuman;,-53.875,-128.15625,-297.71875,pass
Pleiades Sector WU-O b6-1,$USS_Type_NonHuman;,-59.219,-127.563,-304.844,pass
Pleiades Sector WU-O b6-3,$USS_Type_NonHuman;,-53.125,-135.0625,-288,pass
Pleiades Sector WU-O b6-3,$USS_Type_NonHuman;,-53.125,-135.063,-288,pass
Pleiades Sector WU-P b5-1,$USS_Type_NonHuman;,-133.656,-213.719,-306.75,pass
Pleiades Sector WZ-P b5-0,$USS_Type_NonHuman;,-102.469,-188.563,-324.594,pass
Pleiades Sector XE-Q b5-1,$USS_Type_NonHuman;,-41.78125,-170.03125,-306.375,pass
Pleiades Sector XF-N b7-2,$USS_Type_NonHuman;,-81.6875,-124.03125,-276.71875,pass
Pleiades Sector XJ-Z b1,$USS_Type_NonHuman;,-69.281,-135.281,-405.188,pass
PLEIADES SECTOR XP-O B6-0,$USS_Type_NonHuman;,-81.875,-160,-304.75,pass
Pleiades Sector XP-O b6-3,$USS_Type_NonHuman;,-76.281,-160.938,-287.5,pass
Pleiades Sector XP-O b6-3,$USS_Type_Salvage;,-76.281,-160.938,-287.5,pass
Pleiades Sector XU-P b5-0,$USS_Type_NonHuman;,-120.813,-217.375,-310.125,pass
Pleiades Sector XU-X b1-0,$USS_Type_NonHuman;,-122.75,-124.4375,-404.96875,pass
Pleiades Sector YA-N b7-1,$USS_Type_NonHuman;,-93.063,-133.719,-271.094,pass
Pleiades Sector YE-Z b0,$USS_Type_NonHuman;,-91.219,-160.656,-412.313,pass
PLEIADES SECTOR YE-Z B2,$USS_Type_NonHuman;,-88.4375,-145.9375,-406.40625,pass
PLEIADES SECTOR YF-N B7-0,$USS_Type_NonHuman;,-54.90625,-116.5,-271.96875,pass
Pleiades Sector YF-N b7-1,$USS_Type_NonHuman;,-64,-116.46875,-266.21875,pass
Pleiades Sector YF-N b7-3,$USS_Type_NonHuman;,-60.96875,-123.6875,-277.1875,pass
Pleiades Sector YF-N b7-3,$USS_Type_NonHuman;,-60.969,-123.688,-277.188,pass
Pleiades Sector YJ-R b4-0,$USS_Type_NonHuman;,-63.46875,-239.4375,-339.28125,pass
Pleiades Sector YJ-R b4-1,$USS_Type_NonHuman;,-59.5625,-238.84375,-335.25,pass
Pleiades Sector YK-N b7-0,$USS_Type_NonHuman;,-22.21875,-102.3125,-280.625,pass
Pleiades Sector YK-N b7-0,$USS_Type_NonHuman;,-22.219,-102.313,-280.625,pass
PLEIADES SECTOR YP-O B6-1,$USS_Type_NonHuman;,-55.25,-147.625,-299.375,pass
Pleiades Sector YP-O b6-1,$USS_Type_NonHuman;,-55.25,-147.625,-299.375,pass
PLEIADES SECTOR YP-X B1-1,$USS_Type_NonHuman;,-132.40625,-137.6875,-385.21875,pass
Pleiades Sector YQ-L b8-0,$USS_Type_NonHuman;,-97.656,-102.75,-257.188,pass
Pleiades Sector YQ-L b8-0,$USS_Type_NonHuman;,-97.65625,-102.75,-257.1875,pass
Pleiades Sector YU-O b6-4,$USS_Type_NonHuman;,-13.0625,-129.375,-299.25,pass
PLEIADES SECTOR ZA-N B7-1,$USS_Type_NonHuman;,-83.21875,-143.90625,-277.5625,pass
PLEIADES SECTOR ZA-N B7-3,$USS_Type_NonHuman;,-84.25,-136.875,-270.84375,pass
Pleiades Sector ZA-W b2-2,$USS_Type_NonHuman;,-158.34375,-121.1875,-384.40625,pass
Pleiades Sector ZE-Z b0,$USS_Type_NonHuman;,-84.75,-164.438,-421.875,pass
Pleiades Sector ZF-N b7-0,$USS_Type_NonHuman;,-42.375,-120.25,-281.21875,pass
Pleiades Sector ZF-N b7-4,$USS_Type_NonHuman;,-40.906,-112.25,-270.344,pass
Pleiades Sector ZF-O b6-0,$USS_Type_NonHuman;,-122.313,-199.281,-304.625,pass
Pleiades Sector ZP-O b6-0,$USS_Type_NonHuman;,-42.0625,-164.71875,-300.4375,pass
Pleiades Sector ZP-X b1-2,$USS_Type_NonHuman;,-111.156,-142.469,-394.344,pass
Pleiades Sector ZP-X b1-2,$USS_Type_NonHuman;,-111.15625,-142.46875,-394.34375,pass
Pleiades Sector ZU-O b6-2,$USS_Type_NonHuman;,5.688,-129.344,-299.875,pass
PLEIADES SECTOR ZU-Y C13,$USS_Type_NonHuman;,-129.09375,-137.8125,-400.8125,pass
Pleione,$USS_Type_Aftermath;,-77,-146.781,-344.125,pass
Pleione,$USS_Type_DistressSignal;,-77,-146.781,-344.125,pass
Pleione,$USS_Type_NonHuman;,-77,-146.781,-344.125,pass
Pleione,$USS_Type_Salvage;,-77,-146.781,-344.125,pass
Pleione,$USS_Type_ValuableSalvage;,-77,-146.781,-344.125,pass
Pohnpet,$USS_Type_WeaponsFire;,67.8125,-43.40625,-44.59375,pass
Praea Euq AT-G b40-0,$USS_Type_Salvage;,66.844,463.844,1094.031,pass
Praea Euq AT-G b40-1,$USS_Type_Salvage;,65.125,472.563,1091.781,pass
Praea Euq IY-N b6-7,$USS_Type_Salvage;,1146.875,10.594,366.188,pass
Praea Euq ZT-Q b5-5,$USS_Type_Salvage;,244.969,117.844,351.125,pass
Praecipua,$USS_Type_Aftermath;,7.4375,85.5,-40.40625,pass
Prism,$USS_Type_Salvage;,-24.531,-104,52,pass
Procyon,$USS_Type_Ceremonial;,6.219,2.656,-9.188,pass
Procyon,$USS_Type_MissionTarget;,6.219,2.656,-9.188,pass
Procyon,$USS_Type_VeryValuableSalvage;,6.219,2.656,-9.188,pass
Procyon,$USS_Type_WeaponsFire;,6.21875,2.65625,-9.1875,pass
Pru Euq TV-C c26-6,$USS_Type_Salvage;,-811.656,15.375,1365.75,pass
Puppis Sector EL-Y c28,$USS_Type_ValuableSalvage;,87.406,-13.625,-32.188,pass
Puppis Sector IR-W c1-31,$USS_Type_Salvage;,76.969,-1.438,11.938,pass
Puppis Sector QI-T b3-3,$USS_Type_DistressSignal;,81.063,-3.375,-4.531,pass
Puppis Sector ZP-P a5-2,$USS_Type_DistressSignal;,38.219,-30.125,-19.688,pass
Pyemmairre,$USS_Type_Salvage;,2.844,-125.688,6.813,pass
